"id","from_visit","place_id","visit_date","visit_type","session"
107,106,167920,1311089596701987,1,0
108,107,167921,1311089597623930,1,0
109,108,167922,1311089599390546,1,0
110,109,167923,1311089602276013,1,0
111,110,167924,1311089603658588,1,0
112,111,167925,1311089604367607,1,0
113,112,167926,1311089605145910,1,0
114,113,167927,1311089605833101,1,0
115,114,167928,1311089606448464,1,0
116,115,167929,1311089607031060,1,0
117,116,167930,1311089608008624,1,0
118,117,167931,1311089608774232,1,0
119,118,167932,1311089609882907,1,0
120,119,167933,1311089610930091,1,0
121,120,167934,1311089611788622,1,0
122,121,167935,1311089613045266,1,0
123,122,167936,1311089613935058,1,0
124,123,167937,1311089614820623,1,0
125,124,167938,1311089615892338,1,0
126,125,167939,1311089618844790,1,0
127,126,167940,1311089620275473,1,0
128,127,167941,1311089621502116,1,0
129,128,167942,1311089625041709,1,0
130,129,167943,1311089627611381,1,0
131,130,167944,1311089631518900,1,0
132,131,167945,1311089633273990,1,0
133,132,167946,1311089635706325,1,0
134,133,167947,1311089635923483,1,0
135,134,167948,1311089636090828,1,0
136,135,167949,1311089637282613,1,0
137,136,167950,1311089639276122,1,0
138,137,167951,1311089640093285,1,0
139,138,167952,1311089641586432,1,0
140,139,167857,1311089644223759,1,0
141,140,167837,1311089656674278,1,0
142,140,167855,1311089661432864,1,0
143,142,167953,1311089689969950,1,0
144,143,167954,1311089691633317,1,0
145,144,167843,1311089708185395,1,0
146,145,167837,1311089708235771,1,0
147,146,167955,1311089714035294,1,0
148,147,167956,1311089717707757,1,0
149,148,167955,1311089720135044,1,0
150,0,167957,1311090005812535,1,0
151,0,167958,1311090008816465,1,0
152,151,167959,1311090016598700,1,0
153,151,167960,1311090017255637,7,0
154,151,167961,1311090024889738,1,0
155,151,167962,1311090025242389,7,0
156,0,167963,1311090055145407,2,0
157,156,167964,1311090065285907,1,0
158,157,167965,1311090082342001,1,0
159,158,167966,1311090154317314,7,0
160,0,167967,1311091375648122,1,0
161,160,167968,1311091379168538,1,0
162,161,167969,1311091397117035,1,0
163,162,167970,1311091475417810,1,0
164,163,167971,1311091483380061,1,0
165,163,167972,1311091492428062,1,0
166,165,167973,1311091532857653,1,0
167,166,167974,1311091574077631,1,0
168,167,167975,1311091624998797,1,0
169,167,167976,1311091637373534,1,0
170,169,167977,1311091637765601,5,0
171,0,167981,1311092616744476,1,0
172,171,167982,1311092616987261,6,0
173,172,167983,1311092618634030,1,0
174,173,167984,1311092621387627,1,0
175,174,167985,1311092621904602,6,0
176,0,167986,1311092634426770,1,0
177,175,167987,1311092638977326,1,0
178,177,167988,1311092659677779,1,0
179,178,167989,1311092685015264,1,0
180,179,167990,1311092692960411,1,0
181,180,167991,1311092702036936,1,0
182,181,167992,1311092707480294,1,0
183,182,167993,1311092712917824,1,0
184,0,167994,1311113354190566,2,0
185,0,167996,1311146948686570,2,0
186,185,167997,1311146948956659,5,0
187,186,167998,1311146949195005,6,0
188,187,167999,1311146969184582,1,0
189,187,168000,1311146975239904,1,0
190,0,168001,1311148037071921,1,0
191,190,168002,1311148064105890,1,0
192,190,168003,1311148079836927,1,0
193,0,168004,1311189779421304,1,0
194,0,168005,1311189834384298,1,0
195,0,168006,1311189867574196,1,0
196,0,168007,1311189876342820,1,0
197,0,168008,1311189882237277,1,0
198,0,168009,1311190012338162,1,0
199,196,168010,1311190237074868,1,0
200,0,168011,1311190385787447,2,0
201,200,168012,1311190385960291,5,0
202,201,168013,1311190398847373,1,0
203,202,168014,1311190420260736,1,0
204,203,168015,1311190449745259,1,0
205,204,168016,1311190484332973,1,0
206,205,168017,1311190484490061,5,0
207,206,168013,1311190509198366,1,0
208,207,168014,1311190522248704,1,0
209,208,168018,1311190528698817,1,0
210,209,168019,1311190546541490,1,0
211,210,168020,1311190684589936,1,0
212,210,168020,1311190723372487,1,0
213,0,168021,1311190728425032,2,0
214,210,168022,1311190740228593,1,0
215,214,168023,1311190740348949,5,0
216,215,168024,1311190763500238,1,0
217,0,168025,1311191200597464,1,0
218,0,168026,1311191280683942,1,0
219,0,168027,1311192036836081,1,0
220,0,168028,1311192143160853,1,0
221,220,168029,1311192360913158,1,0
222,0,168030,1311194029235254,1,0
223,222,168031,1311194029462100,6,0
224,223,168032,1311194031988938,1,0
225,224,168033,1311194046645494,1,0
226,224,168034,1311194053832276,1,0
227,226,168035,1311194068398941,1,0
228,226,168036,1311194152125615,1,0
229,228,168037,1311194152394751,5,0
230,229,168038,1311194190223513,1,0
231,229,168039,1311194195579598,1,0
232,231,168040,1311194195877160,5,0
233,232,168041,1311194228098932,1,0
234,233,168042,1311194228370913,5,0
235,234,168043,1311194246515535,1,0
236,0,168044,1311194329584241,2,0
237,236,168045,1311194347235169,1,0
238,0,168046,1311194435586114,1,0
239,237,168047,1311194456997684,1,0
240,237,168048,1311194469447376,1,0
241,0,168049,1311194476246469,1,0
242,237,168050,1311194495173683,1,0
243,237,168051,1311194504554073,1,0
244,242,168052,1311194632792619,1,0
245,243,168053,1311194657691846,1,0
246,245,168054,1311194749099752,1,0
247,246,168055,1311194765763823,1,0
248,247,168056,1311194868471576,1,0
249,248,168057,1311194869101009,6,0
250,249,168058,1311194882999434,1,0
251,250,168059,1311194883212202,5,0
252,230,168060,1311194965325472,1,0
253,252,168061,1311194990074393,1,0
254,252,168062,1311194995918152,1,0
255,252,168063,1311195004412274,1,0
256,255,168064,1311195020047550,1,0
257,256,168065,1311195136712481,1,0
258,257,168066,1311195137050513,5,0
259,0,168067,1311238005601347,1,0
260,259,168068,1311238023707276,1,0
261,0,168069,1311238192710792,2,0
262,261,168070,1311238195570080,6,0
263,262,168071,1311238195858497,6,0
264,263,168072,1311238196339068,6,0
265,264,168071,1311238204338248,1,0
266,265,168073,1311238205527705,6,0
267,266,168074,1311238208921093,1,0
268,0,168075,1311238283250173,1,0
269,0,168076,1311238326668319,1,0
270,269,168077,1311238333698295,1,0
271,0,168078,1311238335514592,1,0
272,0,168079,1311238342235283,1,0
273,272,168080,1311238355053858,1,0
274,0,168081,1311238356666065,1,0
275,0,168082,1311238360643523,1,0
276,275,168083,1311238363485518,1,0
277,276,168084,1311238367613545,1,0
278,0,168085,1311238384812650,1,0
279,0,168086,1311238404749914,1,0
280,279,168087,1311238409415423,1,0
281,0,168088,1311238433585589,1,0
282,0,168089,1311238443564242,1,0
283,282,168090,1311238447182483,1,0
284,283,168091,1311238548392212,1,0
285,0,168092,1311238558719022,1,0
286,285,168093,1311238566085748,1,0
287,0,168094,1311238567585648,1,0
288,0,168095,1311238579619465,1,0
289,288,168096,1311238615512438,1,0
290,0,168097,1311238617238556,1,0
291,289,168089,1311238626054979,1,0
292,291,168098,1311238629538321,1,0
293,292,168089,1311238655843215,1,0
294,293,168099,1311238658028586,1,0
295,294,168089,1311238762967953,1,0
296,295,168100,1311238767601179,1,0
297,296,168101,1311238785464505,1,0
298,297,168102,1311238795532633,1,0
299,0,168103,1311238864835222,1,0
300,299,168082,1311238870044230,1,0
301,300,168104,1311238873120507,1,0
302,301,168105,1311238879993961,1,0
303,0,168106,1311238886670164,1,0
304,0,168107,1311238902644420,1,0
305,0,168089,1311238916659633,1,0
306,305,168108,1311238918371123,1,0
307,0,168109,1311239018105127,1,0
308,0,168109,1311239039270068,7,0
309,306,168110,1311239047489885,1,0
310,0,168111,1311239251657747,1,0
311,310,168112,1311239308141421,1,0
312,0,168113,1311239431532327,1,0
313,0,168114,1311239438125346,1,0
314,0,168004,1311239500349447,1,0
315,313,168082,1311239505470637,1,0
316,315,168115,1311239508185968,1,0
317,0,168089,1311239525907482,1,0
318,0,168116,1311239583421598,1,0
319,317,168117,1311239623150728,1,0
320,0,168074,1311239729210045,1,0
321,0,168118,1311239927112609,1,0
322,0,168119,1311239944739459,1,0
323,322,168118,1311239951859303,1,0
324,0,168118,1311239977516629,1,0
325,0,168120,1311240011750981,1,0
326,325,168089,1311240014699569,1,0
327,0,168121,1311241786457958,1,0
328,0,168089,1311241900352894,1,0
329,328,168122,1311241902361339,1,0
330,329,168123,1311241927614996,1,0
331,0,168124,1311242637731049,1,0
332,0,168125,1311242652233242,1,0
333,332,168126,1311242656155299,1,0
334,333,168127,1311242723080567,1,0
335,334,168128,1311242773336117,1,0
336,331,168129,1311242841837072,1,0
337,336,168130,1311242869308821,1,0
338,0,168089,1311243005073469,1,0
339,0,168131,1311243203170809,1,0
340,0,168132,1311243257579080,1,0
341,0,168133,1311243278823492,1,0
342,0,168134,1311243327548783,1,0
343,0,168135,1311243335915788,1,0
344,340,168136,1311243450645367,1,0
345,344,168132,1311243451421981,6,0
346,341,168137,1311243519572413,1,0
347,342,168138,1311243594577008,1,0
348,347,168139,1311243595192201,5,0
349,348,168140,1311243595806371,6,0
350,349,168141,1311243596127538,5,0
351,350,168142,1311243596474884,6,0
352,351,168143,1311243596790548,5,0
353,352,168144,1311243597135618,6,0
354,342,168138,1311243597869068,1,0
355,354,168145,1311243598191282,5,0
356,355,168140,1311243598516465,6,0
357,356,168146,1311243598850860,5,0
358,357,168142,1311243599492072,6,0
359,358,168147,1311243600107626,5,0
360,359,168144,1311243600446120,6,0
361,360,168148,1311243600811356,5,0
362,361,168149,1311243601144921,6,0
363,362,168150,1311243603180651,5,0
364,363,168151,1311243603497371,6,0
365,364,168152,1311243605332417,5,0
366,338,168124,1311243799402311,1,0
367,0,168153,1311244865091708,1,0
368,367,168154,1311244871532081,1,0
369,368,168103,1311245124629167,1,0
370,369,168074,1311245595159158,1,0
371,0,168089,1311245772852298,1,0
372,0,168155,1311245844708934,1,0
373,0,168156,1311245874320403,1,0
374,0,168157,1311246367006131,1,0
375,0,168158,1311246488514808,1,0
376,0,168159,1311246565550996,1,0
377,0,168160,1311246576376349,1,0
378,377,168161,1311246576842774,5,0
379,0,168004,1311246589942591,1,0
380,378,168162,1311246594812224,1,0
381,0,168163,1311246678271841,1,0
382,0,168164,1311246703504515,1,0
383,0,168165,1311246725800383,1,0
384,0,168166,1311246758105338,1,0
385,0,168004,1311247558659783,1,0
386,0,167836,1311247809903996,1,0
387,386,167837,1311247810022965,1,0
388,387,167850,1311247832556933,1,0
389,388,167848,1311248553838521,1,0
390,389,167849,1311248556226177,1,0
391,390,168167,1311248565739555,1,0
392,391,168168,1311248748806130,1,0
393,391,168169,1311248762519327,1,0
394,393,168170,1311248771187994,1,0
395,394,168171,1311248778501928,1,0
396,395,168172,1311248796684407,1,0
397,395,168173,1311248829556840,1,0
398,397,168174,1311248833565418,1,0
399,398,168175,1311248835148582,1,0
400,399,168176,1311248837924109,1,0
401,400,168177,1311248839215411,1,0
402,401,167837,1311248850403457,1,0
403,0,168027,1311248866237631,1,0
404,0,167836,1311249127393741,1,0
405,404,167837,1311249127446946,1,0
406,405,167843,1311249169045735,1,0
407,406,167837,1311249169117912,1,0
408,407,167848,1311249206600134,1,0
409,408,167837,1311249265679868,1,0
410,409,167850,1311249277093732,1,0
411,410,168178,1311249415683806,1,0
412,410,168179,1311249455065689,1,0
413,412,168180,1311249472489050,1,0
414,413,168181,1311249473542962,1,0
415,414,168180,1311249474976163,1,0
416,415,168182,1311249477462570,1,0
417,416,167837,1311249519470906,1,0
418,417,167840,1311249532369083,1,0
419,418,167841,1311249532413260,1,0
420,419,168183,1311249543558261,1,0
421,419,167847,1311249615603019,1,0
422,421,168184,1311249635163176,1,0
423,422,168185,1311249648684419,1,0
424,423,168186,1311249648704959,1,0
425,424,168187,1311249655500503,1,0
426,425,168188,1311249657276324,1,0
427,426,168189,1311249661216182,1,0
428,427,168188,1311249662883254,1,0
429,428,168190,1311249672861186,1,0
430,429,168191,1311249686163897,1,0
431,430,168192,1311249692336234,1,0
432,431,168193,1311249714309737,1,0
433,432,168190,1311249718484344,1,0
434,433,168194,1311249742760927,1,0
435,434,168195,1311249748976815,1,0
436,435,168184,1311249750694228,1,0
437,436,167837,1311249759430162,1,0
438,437,167845,1311249766894069,1,0
439,438,167848,1311249771488971,1,0
440,0,168196,1311250145263662,2,0
441,440,168197,1311250145478361,6,0
551,0,168298,1311251267415491,2,0
552,0,167997,1311251460442349,2,0
553,552,167998,1311251460605622,6,0
554,553,168299,1311251518734892,1,0
555,0,168027,1311251533053808,1,0
556,554,168300,1311251790439234,1,0
557,554,168301,1311251889743706,1,0
558,0,168302,1311252041896684,2,0
559,558,168303,1311252043614255,1,0
560,0,168304,1311252145367797,1,0
561,0,168305,1311252176288424,1,0
562,0,168306,1311252210493185,1,0
563,0,168307,1311252243941261,1,0
564,0,168308,1311252249460183,1,0
565,553,167836,1311252321778656,1,0
566,565,167837,1311252321849400,1,0
567,566,167850,1311252327532268,1,0
568,0,168309,1311252407594081,1,0
569,568,168310,1311252407783388,6,0
570,569,168311,1311252408282955,6,0
571,570,168312,1311252408502939,6,0
572,571,168313,1311252409051682,6,0
573,0,168314,1311252411116019,1,0
574,0,167997,1311287128886514,2,0
575,574,167998,1311287129150401,6,0
576,575,168315,1311287173626300,1,0
577,575,168316,1311287314378204,1,0
578,577,168317,1311287314589962,5,0
579,575,168318,1311287440375150,1,0
580,575,168319,1311287467164257,1,0
581,580,168320,1311287909527051,1,0
582,0,168321,1311318958845467,1,0
583,0,168322,1311318981187793,1,0
584,0,168069,1311319011725761,2,0
585,584,168070,1311319012768532,6,0
586,585,168323,1311319013697601,6,0
587,586,168070,1311319191189400,1,0
588,587,168324,1311319191349380,6,0
589,588,168325,1311319191517773,6,0
590,589,168324,1311319210137312,1,0
591,590,168326,1311319210913047,6,0
592,591,168327,1311319221749016,1,0
593,592,168328,1311319230943141,1,0
594,0,168027,1311362308398897,1,0
595,0,167836,1311362313550166,1,0
596,595,167837,1311362313561323,1,0
597,596,167955,1311362355635156,1,0
598,597,167837,1311362396104774,1,0
599,0,168329,1311362528228604,1,0
600,599,168330,1311362530213688,5,0
601,0,168331,1311364350938565,1,0
602,601,168332,1311364352273665,5,0
603,0,168333,1311364427998455,1,0
604,603,168334,1311364428135248,6,0
605,0,168335,1311364471359573,1,0
606,605,168336,1311364710478567,1,0
607,0,168337,1311364792132943,1,0
608,607,168338,1311364792239188,5,0
609,608,168339,1311364792756313,6,0
610,609,168340,1311364793008635,6,0
611,606,168341,1311364825244427,1,0
612,0,168342,1311365009174443,1,0
613,612,168343,1311365010484042,5,0
614,0,168298,1311365742324442,2,0
615,0,168344,1312129052364782,1,0
616,615,168345,1312129052725969,6,0
617,616,168346,1312129062944651,1,0
618,0,167997,1312130924457565,2,0
619,618,168347,1312130932934720,6,0
620,619,168348,1312130952533294,1,0
621,620,167997,1312130953322261,1,0
622,621,167998,1312130953517264,6,0
623,622,168349,1312131083439118,1,0
624,622,168350,1312131158291251,1,0
625,624,168351,1312131158387175,6,0
626,0,168352,1312133778099323,1,0
627,626,168353,1312133779350848,6,0
628,627,168352,1312133780082838,6,0
629,0,168354,1312133786073799,1,0
630,629,168355,1312133786222745,6,0
631,0,168356,1312133799878953,1,0
632,631,168357,1312133799977924,6,0
633,0,168358,1312134448790958,1,0
634,0,168298,1312134665527849,2,0
635,0,168359,1312135994295707,1,0
636,635,168360,1312135994362613,1,0
637,0,168361,1312136024514819,1,0
638,637,168362,1312136025991266,1,0
639,0,168363,1312141855932339,1,0
640,0,168027,1312142000053029,1,0
641,0,168364,1312142046160535,1,0
642,641,168365,1312142046405893,5,0
643,0,168366,1312142169330543,1,0
644,0,168367,1312142240066072,1,0
645,644,168368,1312142240306373,5,0
646,645,168369,1312142243062009,5,0
647,0,168370,1312142846669503,1,0
648,0,168157,1312142896899653,1,0
649,0,168027,1312142911001903,1,0
650,0,167836,1312142940185838,1,0
651,650,167837,1312142940232022,1,0
652,0,168371,1312142954603258,1,0
653,0,168197,1312183132406223,2,0
654,653,168372,1312183132769187,6,0
655,654,168373,1312183134054358,6,0
656,0,168375,1312183138809578,1,0
657,0,167997,1312183156847817,2,0
658,657,167998,1312183157102734,6,0
659,658,168376,1312183318631274,1,0
660,659,168377,1312183610047416,1,0
661,659,168378,1312183612698780,1,0
662,0,168379,1312232991087047,1,0
663,0,168380,1312233012697251,2,0
664,663,168381,1312233013268857,5,0
665,664,168382,1312233035337288,1,0
666,665,168383,1312233047082683,1,0
667,666,168384,1312233329622612,1,0
668,667,168385,1312233564581108,1,0
669,668,168386,1312233828808180,1,0
670,669,168387,1312233835139046,1,0
671,670,168388,1312234066164722,1,0
672,671,168389,1312234072397350,1,0
673,672,168390,1312234252105747,1,0
674,673,168391,1312234705825417,1,0
675,674,168392,1312234782604073,1,0
676,675,168393,1312235297159007,1,0
677,676,168394,1312235783780909,1,0
678,677,168395,1312236372304042,1,0
679,678,168396,1312236378385371,1,0
680,679,168397,1312236384261608,1,0
681,680,168398,1312236913031925,1,0
682,681,168399,1312237121747267,1,0
683,0,168196,1312352929042898,2,0
684,683,168400,1312352931037029,6,0
685,684,168401,1312352935954485,1,0
686,685,168402,1312352980774490,1,0
687,686,168196,1312352993973867,1,0
688,687,168403,1312352994307363,6,0
689,0,168404,1312353010386442,2,0
690,689,168405,1312353010760964,1,0
691,690,168310,1312353011697625,6,0
692,0,168407,1312353016857742,1,0
693,692,168313,1312353017624743,6,0
694,693,168408,1312353018609892,6,0
695,0,168409,1312353021747365,1,0
696,0,168410,1312353060550280,1,0
697,696,167837,1312353060607174,1,0
698,0,168411,1312353109567382,1,0
699,0,168412,1312353145300000,1,0
700,0,168409,1312353221570978,1,0
701,0,168309,1312403120080161,1,0
702,701,168310,1312403120737063,6,0
703,0,168414,1312403325089405,1,0
704,703,168313,1312403326319063,6,0
705,0,168314,1312403327475351,1,0
706,0,168415,1312403335508247,1,0
707,0,168314,1312403348984182,1,0
708,0,168416,1312403357192766,1,0
709,0,168417,1312403379804276,1,0
710,709,168418,1312403380172982,6,0
711,0,168314,1312403452931057,1,0
712,0,168410,1312403460280595,1,0
713,712,167837,1312403460362414,1,0
714,0,168419,1312403466289156,1,0
715,714,168420,1312403466974569,1,0
716,715,168421,1312403467313231,6,0
717,0,168422,1312440609265562,1,0
718,0,167994,1312440825813887,2,0
719,0,168424,1312441139393056,1,0
720,0,168425,1312441169979145,1,0
721,0,168426,1312441318888561,1,0
722,0,168427,1312479454855840,1,0
723,0,168428,1312479458618448,1,0
724,0,168429,1312479538819625,1,0
725,724,168430,1312479538936197,6,0
726,0,168431,1312479834964337,1,0
727,0,168432,1312479835254865,1,0
728,0,168433,1312479929412942,1,0
729,0,168434,1312480391520318,2,0
730,729,168435,1312480397364289,1,0
731,0,168436,1312480502623050,1,0
732,0,168437,1312480523197551,1,0
733,732,168438,1312480523585296,6,0
734,0,168439,1312480715657462,2,0
735,734,168440,1312480743332643,1,0
736,735,168441,1312480752058264,1,0
737,736,168442,1312480761606097,1,0
738,731,168443,1312480937004451,1,0
739,730,168444,1312481010770802,1,0
740,739,168445,1312481061915777,1,0
741,0,168446,1312481308942395,1,0
742,0,168447,1312481356426365,1,0
743,0,168448,1312481551912929,1,0
744,0,168449,1312481560435070,1,0
745,744,168450,1312481560685588,5,0
746,745,168451,1312481563154309,1,0
747,0,168452,1312481789365709,1,0
748,0,168453,1312481807422963,1,0
749,0,168454,1312481817749195,1,0
750,0,168455,1312481825797456,1,0
751,0,168456,1312481903782606,1,0
752,0,168457,1312481972974595,1,0
753,0,168458,1312481977299635,1,0
754,0,168459,1312482004919711,1,0
755,0,168460,1312482041481179,1,0
756,0,168461,1312482054484637,1,0
757,0,168462,1312482180130179,1,0
758,751,168463,1312482210044504,1,0
759,0,168464,1312482494045323,1,0
760,0,168070,1312482592250777,2,0
761,760,168071,1312482592432852,6,0
762,761,168072,1312482592786008,6,0
763,762,168071,1312482603101615,1,0
764,763,168073,1312482604482935,6,0
765,764,168465,1312482621066656,1,0
766,0,168082,1312482673144646,1,0
767,766,168466,1312482680974311,1,0
768,767,168467,1312482700481498,1,0
769,0,168074,1312482745653100,1,0
770,0,168468,1312482809252856,1,0
771,770,168469,1312482817982194,1,0
772,0,168470,1312482871392314,1,0
773,0,168082,1312489447647984,1,0
774,0,168471,1312489470218080,1,0
775,0,168472,1312489502007315,1,0
776,775,168473,1312489511527813,1,0
777,0,168474,1312489512745309,1,0
778,0,168475,1312489518768541,1,0
779,778,168089,1312489548867173,1,0
780,779,168082,1312489565548678,1,0
781,780,168089,1312489571533322,1,0
782,781,168476,1312489578678478,1,0
783,782,168477,1312489603484471,1,0
784,0,168478,1312489635602352,1,0
785,784,168082,1312489664068267,1,0
786,785,168089,1312489667747080,1,0
787,786,168479,1312489672807587,1,0
788,787,168480,1312489699234931,1,0
789,0,168481,1312489712001927,1,0
790,789,168482,1312489732054055,1,0
791,0,168483,1312489733966579,1,0
792,0,168484,1312489753374504,1,0
793,0,168485,1312489767423542,1,0
794,793,168486,1312489776661743,1,0
795,794,168487,1312489788070462,1,0
796,0,168488,1312489805647189,1,0
797,796,168489,1312489817009831,1,0
798,0,168490,1312489826820121,1,0
799,798,168491,1312489829635918,1,0
800,0,168492,1312489865323148,1,0
801,0,168493,1312492895529001,1,0
802,0,168494,1312492903863849,1,0
803,0,168495,1312492941837611,1,0
804,803,168496,1312492943126687,6,0
805,0,168497,1312493167544907,1,0
806,805,168498,1312493167659186,6,0
807,0,168499,1312493249726392,1,0
808,0,168500,1312493357391498,1,0
809,0,168501,1312493476749659,1,0
810,0,168502,1312493505879462,1,0
811,0,168503,1312493555399255,1,0
812,0,168504,1312527270307530,1,0
813,812,168505,1312527270542524,6,0
814,813,168506,1312527293946129,1,0
815,814,168507,1312527302157189,1,0
816,0,168508,1312527677439306,1,0
817,816,168509,1312527677638569,5,0
818,817,168510,1312527681052319,5,0
819,0,168511,1312527844500062,1,0
820,819,168512,1312527867887633,1,0
821,820,168513,1312527880901912,1,0
822,821,168514,1312527929781713,1,0
823,0,168515,1312567444391623,1,0
824,0,168516,1312568045313160,1,0
825,0,168517,1312568077152683,1,0
826,0,168518,1312568265903182,1,0
827,0,168519,1312568316969597,1,0
828,827,168520,1312568317075780,6,0
829,828,168521,1312568331789157,1,0
830,829,168522,1312568353297150,1,0
831,830,168523,1312568382285974,1,0
832,831,168524,1312568382457991,6,0
833,832,168525,1312568382552820,5,0
834,0,168526,1312568684446993,1,0
835,834,168527,1312568684580108,6,0
836,835,168528,1312568686785812,1,0
837,0,168529,1312568853546743,1,0
838,837,168530,1312568853692543,6,0
839,0,168531,1312568859779153,1,0
840,839,168532,1312568880810137,1,0
841,840,168533,1312568904200367,1,0
842,840,168534,1312568973680222,1,0
843,0,168535,1312569019771115,2,0
844,0,168536,1312569031398093,1,0
845,844,168537,1312569031541341,6,0
846,845,168538,1312569035245729,1,0
847,846,168539,1312569043994309,1,0
848,847,168540,1312569048568675,1,0
849,848,168541,1312569085171569,1,0
850,849,168542,1312569085386406,6,0
851,850,168543,1312569107119309,1,0
852,850,168544,1312569138063181,1,0
853,852,168545,1312569138331503,6,0
854,853,168546,1312569142567581,1,0
855,854,168547,1312569142652652,6,0
856,855,168548,1312569145420515,1,0
857,856,168549,1312569145639907,6,0
858,857,168539,1312569160153617,1,0
859,858,168550,1312569163097444,1,0
860,858,168540,1312569213105605,1,0
861,860,168551,1312569235173912,1,0
862,860,168552,1312569297294483,1,0
863,862,168553,1312569311341014,7,0
864,860,168554,1312569415223266,1,0
865,864,168555,1312569415313198,6,0
866,865,168539,1312569447634297,1,0
867,866,168556,1312569449648852,1,0
868,866,168557,1312569461115059,1,0
869,868,168558,1312569530528984,1,0
870,869,168559,1312569532434422,1,0
871,870,168560,1312569545890337,1,0
872,871,168561,1312569568774790,1,0
873,0,168562,1312569714585961,1,0
874,873,168563,1312569714834687,6,0
875,874,168564,1312569719633745,1,0
876,0,168565,1312579856889989,1,0
877,876,168566,1312579857167287,6,0
878,877,168567,1312579863580867,1,0
879,878,168568,1312580035110673,1,0
880,0,167994,1312620898782307,2,0
881,0,168570,1312620958221668,1,0
882,881,168571,1312620974818421,1,0
883,882,168572,1312620974911931,6,0
884,0,168298,1312621013952129,2,0
